CLIENTNUM,Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_Label,Churn_Label,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
788856408,50,5,Uneducated,Married,Unknown,34,5,5,2,3317.0,1041,2276.0,0.923,4264,75,1.027,0.314,0,0,1.0,0.0,0.0,0.0
803973483,49,3,Unknown,Single,Less than $40K,44,4,2,4,1546.0,0,1546.0,0.793,4496,83,0.66,0.0,0,0,1.0,0.0,0.0,0.0
714614133,53,3,Unknown,Married,Less than $40K,36,3,3,3,2819.0,0,2819.0,0.4,2128,39,0.444,0.0,0,1,1.0,0.0,0.0,0.0
737967708,52,1,Unknown,Married,$40K - $60K,45,5,1,1,1611.0,938,673.0,0.601,4087,86,0.911,0.582,0,0,1.0,0.0,0.0,0.0
712920633,49,2,Unknown,Married,$40K - $60K,35,4,1,1,1438.3,0,1438.3,0.618,4348,79,0.646,0.0,0,0,1.0,0.0,0.0,0.0
780373233,39,4,Unknown,Single,Less than $40K,29,5,3,0,2863.0,1940,923.0,0.823,4985,90,0.636,0.678,0,0,1.0,0.0,0.0,0.0
712242633,42,2,Unknown,Single,Less than $40K,36,6,1,4,2677.0,2517,160.0,0.609,3911,76,0.81,0.94,0,0,1.0,0.0,0.0,0.0
772172883,46,2,Uneducated,Unknown,$40K - $60K,35,6,2,1,6145.0,1349,4796.0,0.971,4893,93,0.824,0.22,0,0,1.0,0.0,0.0,0.0
779635533,38,3,Graduate,Single,Unknown,21,5,1,3,2348.0,1028,1320.0,0.469,5125,71,0.578,0.438,0,0,1.0,0.0,0.0,0.0
804658833,53,3,Unknown,Married,Less than $40K,48,5,1,2,1657.0,0,1657.0,0.664,4068,73,0.622,0.0,0,0,1.0,0.0,0.0,0.0
756691608,37,3,Graduate,Married,Unknown,30,5,3,3,4554.0,780,3774.0,0.658,4816,81,0.588,0.171,0,0,1.0,0.0,0.0,0.0
806219808,52,3,Graduate,Unknown,$120K +,47,5,6,3,5119.0,1972,3147.0,0.835,5146,88,0.956,0.385,1,0,1.0,0.0,0.0,0.0
826266483,39,2,Graduate,Single,Unknown,35,6,2,2,10600.0,598,10002.0,0.843,4586,81,0.929,0.056,0,0,1.0,0.0,0.0,0.0
775152708,49,3,Post-Graduate,Unknown,$80K - $120K,39,2,3,4,20769.0,901,19868.0,0.371,1835,43,0.72,0.043,1,1,1.0,0.0,0.0,0.0
803205258,51,3,Graduate,Single,Unknown,45,4,3,4,2420.0,2379,41.0,0.741,4348,86,0.955,0.983,0,0,1.0,0.0,0.0,0.0
708837858,44,4,Doctorate,Unknown,Less than $40K,34,5,2,2,2718.0,1718,1000.0,0.679,4423,68,0.619,0.632,0,0,1.0,0.0,0.0,0.0
714036258,47,3,Unknown,Single,Less than $40K,36,4,1,4,2798.0,1963,835.0,0.805,4255,64,0.561,0.702,0,0,1.0,0.0,0.0,0.0
782437008,41,3,Graduate,Married,Unknown,35,6,2,4,2255.0,1769,486.0,0.767,4717,83,0.804,0.784,0,0,1.0,0.0,0.0,0.0
710729358,40,2,High School,Single,Unknown,30,6,3,4,6479.0,0,6479.0,0.946,2539,42,0.5,0.0,0,1,1.0,0.0,0.0,0.0
756919683,48,2,Unknown,Married,Less than $40K,41,6,1,3,3632.0,1294,2338.0,0.924,4339,86,0.686,0.356,0,0,1.0,0.0,0.0,0.0
712342833,52,2,Graduate,Married,Unknown,36,5,3,1,5905.0,2248,3657.0,0.728,4042,80,0.86,0.381,0,0,1.0,0.0,0.0,0.0
790006383,45,0,Unknown,Married,$80K - $120K,37,4,3,2,9654.0,2035,7619.0,0.648,4221,67,0.634,0.211,1,0,1.0,0.0,0.0,0.0
756989583,41,4,Graduate,Unknown,$40K - $60K,24,4,2,2,1605.0,0,1605.0,0.637,4418,68,0.659,0.0,1,0,1.0,0.0,0.0,0.0
717477783,49,4,Unknown,Single,Less than $40K,37,1,2,2,10195.0,2389,7806.0,0.427,1563,36,0.44,0.234,0,1,0.0,0.0,0.0,1.0
711336033,26,0,Unknown,Single,Unknown,36,3,3,2,7595.0,1032,6563.0,1.035,4080,72,0.8,0.136,0,0,1.0,0.0,0.0,0.0
709310433,65,0,Unknown,Single,Less than $40K,56,3,2,2,5441.0,812,4629.0,0.534,4480,76,0.551,0.149,0,0,1.0,0.0,0.0,0.0
713094483,43,3,Unknown,Married,$40K - $60K,32,3,2,4,4391.0,0,4391.0,0.757,4741,78,0.814,0.0,0,0,1.0,0.0,0.0,0.0
768475383,62,0,Unknown,Single,$40K - $60K,56,6,1,2,4467.0,0,4467.0,0.888,4007,74,0.542,0.0,0,0,1.0,0.0,0.0,0.0
711278283,61,1,High School,Unknown,Less than $40K,50,5,1,2,8604.0,1075,7529.0,0.464,4705,65,0.806,0.125,0,0,1.0,0.0,0.0,0.0
788866983,63,0,Unknown,Single,Less than $40K,48,5,2,1,1438.3,0,1438.3,0.923,3383,61,1.103,0.0,0,0,1.0,0.0,0.0,0.0
751283658,42,4,Unknown,Single,$40K - $60K,35,4,3,3,1786.0,1316,470.0,0.704,4306,73,1.086,0.737,0,0,1.0,0.0,0.0,0.0
794866983,51,1,Doctorate,Married,Unknown,45,6,2,1,7336.0,1031,6305.0,0.658,3812,67,0.675,0.141,0,0,1.0,0.0,0.0,0.0
715415508,42,4,Graduate,Single,Unknown,36,3,3,3,9396.0,1870,7526.0,0.714,4301,71,0.651,0.199,0,0,1.0,0.0,0.0,0.0
719962458,44,2,Graduate,Unknown,Less than $40K,34,3,2,2,2561.0,1491,1070.0,0.733,4869,70,0.522,0.582,0,0,1.0,0.0,0.0,0.0
717410508,43,3,Unknown,Married,$60K - $80K,30,4,3,4,25856.0,1281,24575.0,0.975,3303,70,0.795,0.05,1,0,0.0,0.0,0.0,1.0
810493458,52,1,Uneducated,Single,Unknown,47,6,1,3,4058.0,1349,2709.0,0.723,4388,72,0.6,0.332,0,0,1.0,0.0,0.0,0.0
713163258,38,2,Unknown,Married,Unknown,33,4,3,3,3388.0,0,3388.0,0.368,1959,52,0.857,0.0,0,1,1.0,0.0,0.0,0.0
712414908,45,4,Unknown,Married,Unknown,37,4,2,1,3241.0,0,3241.0,0.629,4992,80,0.739,0.0,0,0,1.0,0.0,0.0,0.0
719876808,43,3,Unknown,Single,$80K - $120K,36,5,2,3,13625.0,0,13625.0,0.93,3902,62,0.632,0.0,1,0,1.0,0.0,0.0,0.0
720676158,34,4,Uneducated,Single,Unknown,21,6,3,2,9005.0,1994,7011.0,0.919,5223,89,0.712,0.221,0,0,1.0,0.0,0.0,0.0
709169133,35,1,High School,Married,Unknown,23,3,3,1,1438.3,0,1438.3,0.751,3995,82,0.608,0.0,0,0,1.0,0.0,0.0,0.0
716915133,42,2,Unknown,Single,Less than $40K,36,5,3,4,1696.0,0,1696.0,0.666,4397,70,0.628,0.0,0,0,1.0,0.0,0.0,0.0
771403008,52,2,Graduate,Unknown,$60K - $80K,40,4,1,3,7215.0,0,7215.0,0.829,4409,75,0.974,0.0,1,0,1.0,0.0,0.0,0.0
770740308,49,4,Graduate,Unknown,$40K - $60K,35,3,3,2,2631.0,1699,932.0,0.668,4691,92,0.704,0.646,0,0,1.0,0.0,0.0,0.0
787493808,48,4,Graduate,Unknown,Less than $40K,36,5,2,2,2700.0,2480,220.0,0.686,2396,49,0.531,0.919,0,1,1.0,0.0,0.0,0.0
810586833,38,3,Graduate,Single,Unknown,33,6,2,3,29638.0,857,28781.0,0.481,3429,78,0.696,0.029,0,0,1.0,0.0,0.0,0.0
712425258,46,4,Unknown,Single,Less than $40K,26,6,1,3,1859.0,1379,480.0,0.836,4260,72,0.714,0.742,0,0,1.0,0.0,0.0,0.0
798996183,61,0,Unknown,Married,Less than $40K,55,4,2,3,2194.0,1512,682.0,0.725,4069,80,0.778,0.689,0,0,1.0,0.0,0.0,0.0
715297908,41,4,Graduate,Unknown,Unknown,22,4,2,3,1438.3,1125,313.3,0.611,2534,52,0.486,0.782,0,1,1.0,0.0,0.0,0.0
709505808,45,3,Graduate,Single,Unknown,33,5,3,4,4345.0,2198,2147.0,0.465,1918,31,0.292,0.506,0,1,1.0,0.0,0.0,0.0
712996833,40,1,High School,Married,Unknown,33,4,2,2,2392.0,1129,1263.0,0.695,4309,86,0.72,0.472,0,0,1.0,0.0,0.0,0.0
819606258,48,4,Unknown,Married,$60K - $80K,43,5,3,3,8737.0,1629,7108.0,0.618,3876,55,0.774,0.186,1,0,1.0,0.0,0.0,0.0
714634983,44,1,Unknown,Single,Unknown,36,3,3,3,3517.0,0,3517.0,0.634,2403,48,0.548,0.0,0,1,1.0,0.0,0.0,0.0
806428908,60,1,Graduate,Single,Unknown,55,3,3,3,13397.0,0,13397.0,0.814,5049,75,0.63,0.0,0,0,1.0,0.0,0.0,0.0
710903358,65,0,Unknown,Single,Less than $40K,55,5,2,1,6352.0,1386,4966.0,0.5,3709,77,0.604,0.218,0,0,1.0,0.0,0.0,0.0
719042208,43,4,Doctorate,Unknown,$60K - $80K,33,4,3,4,2067.0,1250,817.0,0.891,4565,65,0.806,0.605,1,0,1.0,0.0,0.0,0.0
716251608,45,4,Unknown,Married,Less than $40K,36,6,1,4,2051.0,0,2051.0,0.989,4355,87,0.977,0.0,0,0,1.0,0.0,0.0,0.0
787665258,47,3,Unknown,Married,Less than $40K,37,1,2,2,1438.3,0,1438.3,0.749,2393,36,0.636,0.0,0,1,1.0,0.0,0.0,0.0
816850458,33,2,Unknown,Married,$60K - $80K,28,6,2,4,1698.0,0,1698.0,0.823,2448,40,0.379,0.0,1,1,1.0,0.0,0.0,0.0
713132133,54,1,Unknown,Married,Less than $40K,39,3,2,4,2720.0,1694,1026.0,0.843,5103,81,0.761,0.623,0,0,1.0,0.0,0.0,0.0
788874333,55,3,Post-Graduate,Unknown,$120K +,40,3,1,4,15631.0,1305,14326.0,0.668,4313,67,0.914,0.083,1,0,1.0,0.0,0.0,0.0
717987258,43,3,Unknown,Single,$40K - $60K,36,5,2,4,2594.0,1686,908.0,0.624,4503,67,0.811,0.65,0,0,1.0,0.0,0.0,0.0
708324483,47,4,Unknown,Single,Less than $40K,39,3,3,4,1548.0,0,1548.0,0.664,4420,71,0.775,0.0,0,0,1.0,0.0,0.0,0.0
768612258,52,3,Unknown,Single,Less than $40K,46,3,3,3,2700.0,1623,1077.0,0.848,4171,78,0.814,0.601,0,0,1.0,0.0,0.0,0.0
711313158,50,4,Unknown,Single,Unknown,44,5,1,1,10721.0,0,10721.0,0.861,4962,74,0.51,0.0,0,0,1.0,0.0,0.0,0.0
719829633,42,2,Unknown,Married,Less than $40K,29,5,3,4,3200.0,1733,1467.0,0.909,5026,79,0.837,0.542,0,0,1.0,0.0,0.0,0.0
812465958,53,3,Post-Graduate,Single,Unknown,48,5,2,2,12286.0,997,11289.0,0.726,4960,83,0.729,0.081,0,0,1.0,0.0,0.0,0.0
711740508,50,1,Unknown,Married,$40K - $60K,40,6,2,2,2661.0,1575,1086.0,0.735,4615,82,0.708,0.592,0,0,1.0,0.0,0.0,0.0
769183908,51,2,Doctorate,Single,Unknown,45,6,3,1,2109.0,683,1426.0,0.593,4321,58,0.812,0.324,0,0,1.0,0.0,0.0,0.0
721115733,47,3,Unknown,Married,$60K - $80K,36,5,3,2,1591.0,894,697.0,0.786,3698,79,1.026,0.562,1,0,1.0,0.0,0.0,0.0
720085233,51,2,Doctorate,Single,Unknown,40,6,3,4,8930.0,2517,6413.0,0.661,2167,38,0.357,0.282,0,1,1.0,0.0,0.0,0.0
717036408,36,1,Uneducated,Single,Unknown,36,6,3,1,4685.0,1626,3059.0,0.945,4560,81,0.588,0.347,0,0,1.0,0.0,0.0,0.0
714427608,45,5,Post-Graduate,Married,Unknown,29,5,3,1,2555.0,681,1874.0,0.576,4888,78,0.814,0.267,0,0,1.0,0.0,0.0,0.0
827898033,54,1,Uneducated,Married,Unknown,50,4,0,3,2912.0,0,2912.0,0.621,2465,54,1.077,0.0,0,1,1.0,0.0,0.0,0.0
720730683,51,2,Graduate,Married,Unknown,36,5,3,3,17412.0,730,16682.0,0.837,4997,84,0.615,0.042,0,0,1.0,0.0,0.0,0.0
713952558,53,3,Doctorate,Single,Unknown,43,3,3,2,1790.0,1474,316.0,0.595,2128,40,0.429,0.823,0,1,1.0,0.0,0.0,0.0
813895458,49,0,Unknown,Single,Unknown,43,6,3,3,2874.0,0,2874.0,0.676,4617,89,0.78,0.0,0,0,1.0,0.0,0.0,0.0
719511783,48,1,Unknown,Married,Unknown,41,3,2,2,1438.3,1197,241.3,0.917,4916,78,0.696,0.832,0,0,1.0,0.0,0.0,0.0
713419908,58,2,High School,Married,Unknown,50,3,2,3,12362.0,0,12362.0,0.635,4537,72,0.636,0.0,0,0,1.0,0.0,0.0,0.0
716178483,41,4,Uneducated,Unknown,$40K - $60K,29,4,3,2,2430.0,0,2430.0,0.569,4334,71,0.578,0.0,0,0,1.0,0.0,0.0,0.0
711535158,46,1,Graduate,Unknown,Unknown,35,5,3,3,2197.0,461,1736.0,0.636,1955,42,0.448,0.21,0,1,1.0,0.0,0.0,0.0
713647083,53,2,Uneducated,Single,Unknown,36,5,2,3,9314.0,1761,7553.0,0.562,3696,80,0.778,0.189,0,0,1.0,0.0,0.0,0.0
718404783,59,0,Unknown,Married,Unknown,49,5,2,4,6996.0,0,6996.0,0.871,2384,33,0.375,0.0,0,1,1.0,0.0,0.0,0.0
817332483,63,0,Doctorate,Single,Unknown,47,6,4,3,7306.0,0,7306.0,0.875,2445,43,0.593,0.0,1,1,1.0,0.0,0.0,0.0
712886733,44,1,Graduate,Unknown,Less than $40K,32,3,3,3,1780.0,1338,442.0,0.966,4268,87,0.673,0.752,0,0,1.0,0.0,0.0,0.0
810545733,47,2,Graduate,Married,Unknown,42,3,3,3,2373.0,1480,893.0,0.631,4228,63,0.658,0.624,0,0,1.0,0.0,0.0,0.0
713339283,54,3,Unknown,Married,$60K - $80K,39,4,3,4,6348.0,798,5550.0,1.042,4135,71,0.972,0.126,1,0,1.0,0.0,0.0,0.0
720473433,59,1,Graduate,Unknown,Less than $40K,36,5,1,3,2621.0,2486,135.0,0.755,4955,78,0.733,0.948,0,0,1.0,0.0,0.0,0.0
780584658,33,2,Uneducated,Unknown,$40K - $60K,22,4,2,2,1843.0,1293,550.0,0.349,2077,61,0.694,0.702,0,1,1.0,0.0,0.0,0.0
721332033,42,2,Unknown,Single,$80K - $120K,30,4,2,1,29195.0,892,28303.0,0.565,4411,67,0.763,0.031,1,0,1.0,0.0,0.0,0.0
711781233,53,3,Graduate,Married,Unknown,45,6,1,3,1882.0,0,1882.0,0.8,5221,87,0.891,0.0,0,0,1.0,0.0,0.0,0.0
709741608,51,2,Unknown,Single,$80K - $120K,36,3,1,2,4546.0,0,4546.0,0.651,3739,53,0.963,0.0,1,0,1.0,0.0,0.0,0.0
709333608,58,2,High School,Single,Unknown,46,6,2,2,2395.0,1345,1050.0,0.811,4983,84,0.867,0.562,0,0,1.0,0.0,0.0,0.0
709688883,45,3,High School,Unknown,$80K - $120K,36,4,3,2,3845.0,0,3845.0,0.595,2174,39,0.393,0.0,1,1,1.0,0.0,0.0,0.0
718421808,56,2,Uneducated,Married,Unknown,43,6,3,2,3068.0,1765,1303.0,0.853,4611,73,0.698,0.575,0,0,1.0,0.0,0.0,0.0
768632958,59,1,Graduate,Single,Unknown,49,3,4,6,8708.0,1091,7617.0,0.904,2508,49,0.885,0.125,0,1,1.0,0.0,0.0,0.0
715622508,52,2,Unknown,Married,$80K - $120K,41,6,4,3,7904.0,0,7904.0,0.712,2094,32,0.231,0.0,1,1,1.0,0.0,0.0,0.0
708402333,48,2,Doctorate,Single,Unknown,37,6,2,0,4549.0,1313,3236.0,0.777,4782,88,0.66,0.289,0,0,1.0,0.0,0.0,0.0
789599283,44,3,Graduate,Single,Unknown,38,5,3,2,2002.0,1448,554.0,0.734,3406,62,0.632,0.723,0,0,1.0,0.0,0.0,0.0
712110333,37,3,High School,Single,Unknown,18,4,1,3,2179.0,0,2179.0,0.725,2568,48,0.297,0.0,0,1,1.0,0.0,0.0,0.0
712479633,31,1,Unknown,Single,Less than $40K,20,3,1,2,1695.0,0,1695.0,0.561,2428,43,0.593,0.0,0,1,1.0,0.0,0.0,0.0
788756133,44,3,Unknown,Single,Less than $40K,24,4,1,2,2617.0,1508,1109.0,1.393,4400,60,0.818,0.576,0,0,1.0,0.0,0.0,0.0
713573508,41,4,Graduate,Unknown,$40K - $60K,32,4,2,4,16509.0,425,16084.0,0.356,1740,43,0.387,0.026,1,1,0.0,0.0,0.0,1.0
709430508,40,4,High School,Unknown,$40K - $60K,32,1,2,3,7316.0,1335,5981.0,0.563,1849,50,0.471,0.182,1,1,1.0,0.0,0.0,0.0
710645583,44,2,Uneducated,Single,Unknown,37,5,1,2,7627.0,1742,5885.0,0.771,4349,75,0.705,0.228,0,0,1.0,0.0,0.0,0.0
714253983,44,3,Unknown,Married,$40K - $60K,36,4,2,3,9465.0,0,9465.0,0.657,3675,59,1.107,0.0,1,0,1.0,0.0,0.0,0.0
713314533,40,2,Unknown,Single,$60K - $80K,27,6,2,3,12283.0,0,12283.0,0.413,1993,41,0.323,0.0,1,1,1.0,0.0,0.0,0.0
708539583,44,3,Unknown,Married,Unknown,25,6,1,3,19897.0,2232,17665.0,0.672,3979,63,0.5,0.112,0,0,1.0,0.0,0.0,0.0
814191333,55,2,Unknown,Single,$120K +,50,5,4,3,24250.0,278,23972.0,0.647,2153,41,0.577,0.011,1,1,1.0,0.0,0.0,0.0
715040208,49,2,Graduate,Single,Unknown,38,6,3,3,5076.0,871,4205.0,0.693,4115,72,0.6,0.172,0,0,1.0,0.0,0.0,0.0
710769258,40,2,Graduate,Single,Unknown,27,4,2,3,4438.0,1513,2925.0,0.807,3895,75,0.829,0.341,0,0,1.0,0.0,0.0,0.0
718940208,55,0,Graduate,Single,Unknown,44,6,1,3,18202.0,1841,16361.0,0.76,3551,68,0.7,0.101,0,0,1.0,0.0,0.0,0.0
709781208,34,0,Unknown,Married,Less than $40K,26,5,3,1,2291.0,0,2291.0,0.892,5409,82,0.822,0.0,0,0,1.0,0.0,0.0,0.0
710086308,46,4,High School,Unknown,$40K - $60K,38,6,2,0,3645.0,1179,2466.0,0.559,4680,87,0.933,0.323,0,0,1.0,0.0,0.0,0.0
815812683,47,3,Unknown,Single,$120K +,42,5,3,2,8856.0,1433,7423.0,0.811,5072,77,0.711,0.162,1,0,1.0,0.0,0.0,0.0
708204033,36,5,Unknown,Single,Less than $40K,24,3,1,1,2980.0,2093,887.0,0.522,4132,70,0.667,0.702,0,0,1.0,0.0,0.0,0.0
717074283,45,3,Graduate,Single,Unknown,37,5,2,6,17678.0,0,17678.0,0.788,2566,49,0.815,0.0,0,1,1.0,0.0,0.0,0.0
716653758,55,0,Unknown,Single,$60K - $80K,36,3,3,3,1467.0,0,1467.0,0.739,4226,74,0.85,0.0,1,0,1.0,0.0,0.0,0.0
779269158,43,2,Graduate,Married,Unknown,25,4,2,4,21961.0,0,21961.0,0.653,2237,39,0.393,0.0,0,1,1.0,0.0,0.0,0.0
712237458,47,3,Unknown,Married,$120K +,28,3,2,2,11629.0,802,10827.0,0.912,3752,78,0.902,0.069,1,0,1.0,0.0,0.0,0.0
778289883,42,2,Graduate,Unknown,Less than $40K,32,3,3,3,1507.0,0,1507.0,0.806,2528,41,0.64,0.0,0,1,1.0,0.0,0.0,0.0
714154533,45,3,High School,Single,Unknown,36,6,1,2,3111.0,1994,1117.0,0.753,4478,56,0.697,0.641,0,0,1.0,0.0,0.0,0.0
710511858,58,0,Unknown,Married,Less than $40K,36,3,3,3,3832.0,1439,2393.0,0.851,4741,88,0.76,0.376,0,0,1.0,0.0,0.0,0.0
717646008,61,1,Graduate,Married,Unknown,46,6,2,2,5686.0,0,5686.0,1.027,4338,67,0.675,0.0,0,0,1.0,0.0,0.0,0.0
712290258,49,1,Unknown,Married,Less than $40K,40,5,1,3,2636.0,1840,796.0,0.844,4056,67,0.811,0.698,0,0,1.0,0.0,0.0,0.0
720853158,38,3,High School,Single,Unknown,24,6,3,3,13951.0,1607,12344.0,0.932,4576,70,0.591,0.115,0,0,1.0,0.0,0.0,0.0
712173108,48,1,Unknown,Unknown,$40K - $60K,36,3,1,3,2447.0,1991,456.0,0.719,4228,82,0.708,0.814,0,0,1.0,0.0,0.0,0.0
714156633,60,0,Unknown,Single,Unknown,36,3,3,2,3068.0,0,3068.0,0.897,4533,79,0.795,0.0,0,0,1.0,0.0,0.0,0.0
713256033,39,3,Uneducated,Single,Unknown,25,5,3,3,4181.0,1604,2577.0,0.659,3955,74,0.574,0.384,0,0,1.0,0.0,0.0,0.0
772394883,60,1,Uneducated,Single,Unknown,50,3,6,3,7359.0,0,7359.0,0.768,2869,43,0.433,0.0,0,1,1.0,0.0,0.0,0.0
714771708,36,0,Graduate,Unknown,Unknown,26,5,3,3,4692.0,0,4692.0,0.837,4281,69,0.643,0.0,0,0,1.0,0.0,0.0,0.0
820268358,48,4,Post-Graduate,Unknown,Less than $40K,43,4,1,3,2357.0,1462,895.0,0.734,4534,75,1.027,0.62,0,0,1.0,0.0,0.0,0.0
709273383,54,0,Unknown,Married,Unknown,36,3,1,2,8294.0,696,7598.0,0.806,4136,77,1.2,0.084,0,0,1.0,0.0,0.0,0.0
773257233,46,4,Unknown,Single,Less than $40K,39,4,2,3,7128.0,1457,5671.0,0.553,3534,70,0.591,0.204,0,0,1.0,0.0,0.0,0.0
716244933,54,3,High School,Single,Unknown,36,3,5,3,4806.0,0,4806.0,0.827,4674,87,0.74,0.0,0,0,1.0,0.0,0.0,0.0
712018233,42,3,Graduate,Single,Unknown,34,3,3,3,16612.0,2517,14095.0,0.602,4697,94,0.808,0.152,0,0,1.0,0.0,0.0,0.0
719504433,63,0,Unknown,Single,$40K - $60K,54,4,3,3,18064.0,1695,16369.0,0.838,3434,71,0.479,0.094,1,0,0.0,0.0,0.0,1.0
710311233,44,4,High School,Single,Unknown,37,3,3,3,7632.0,0,7632.0,0.557,4498,86,0.623,0.0,0,0,1.0,0.0,0.0,0.0
719216508,55,1,Unknown,Unknown,Less than $40K,36,5,2,1,3258.0,2517,741.0,0.985,4960,77,0.75,0.773,0,0,1.0,0.0,0.0,0.0
715410783,55,1,Unknown,Single,Less than $40K,36,5,2,3,1836.0,572,1264.0,0.758,2400,34,0.789,0.312,0,1,1.0,0.0,0.0,0.0
718202658,47,3,Graduate,Unknown,$120K +,36,3,2,3,9397.0,795,8602.0,0.749,5265,98,0.581,0.085,1,0,1.0,0.0,0.0,0.0
711970533,54,4,Unknown,Married,Less than $40K,41,3,2,0,1491.0,1349,142.0,0.756,4365,71,0.732,0.905,0,0,1.0,0.0,0.0,0.0
767668908,46,3,Graduate,Married,Unknown,40,3,4,3,13095.0,1836,11259.0,0.432,1552,32,0.185,0.14,0,1,1.0,0.0,0.0,0.0
712484733,47,5,Unknown,Single,$60K - $80K,32,6,2,3,8823.0,2517,6306.0,0.812,4674,85,0.848,0.285,1,0,1.0,0.0,0.0,0.0
714246333,58,4,High School,Married,Unknown,48,1,4,3,5396.0,1803,3593.0,0.493,2107,39,0.393,0.334,0,1,1.0,0.0,0.0,0.0
711508608,50,1,Unknown,Married,Less than $40K,36,3,5,3,3069.0,1482,1587.0,0.663,4351,74,0.721,0.483,0,0,1.0,0.0,0.0,0.0
708357183,47,3,Unknown,Single,Less than $40K,38,4,2,3,1438.3,0,1438.3,1.001,3511,64,0.882,0.0,0,0,1.0,0.0,0.0,0.0
788786208,46,2,Graduate,Married,Unknown,27,6,3,3,9881.0,1794,8087.0,0.582,4725,85,0.735,0.182,0,0,1.0,0.0,0.0,0.0
807157833,56,4,Uneducated,Single,Unknown,51,5,1,1,3334.0,1272,2062.0,1.12,4284,73,0.587,0.382,0,0,1.0,0.0,0.0,0.0
721032633,55,3,Unknown,Single,$40K - $60K,32,5,3,4,2496.0,1999,497.0,0.724,2590,50,0.667,0.801,0,1,1.0,0.0,0.0,0.0
716364408,59,0,Unknown,Married,Less than $40K,36,4,1,2,1438.3,0,1438.3,0.622,4155,62,0.632,0.0,0,0,1.0,0.0,0.0,0.0
769035933,54,2,Unknown,Single,Less than $40K,48,5,3,2,4597.0,1316,3281.0,0.646,3507,68,0.511,0.286,0,0,1.0,0.0,0.0,0.0
789392883,38,3,Post-Graduate,Unknown,Less than $40K,29,4,1,0,1878.0,1247,631.0,0.67,4650,71,0.614,0.664,0,0,1.0,0.0,0.0,0.0
803805483,46,3,Graduate,Married,Unknown,40,3,3,3,10600.0,0,10600.0,0.777,4697,67,0.523,0.0,0,0,1.0,0.0,0.0,0.0
711907083,53,1,High School,Unknown,$80K - $120K,36,3,3,4,14111.0,1034,13077.0,0.505,2950,64,0.684,0.073,1,0,1.0,0.0,0.0,0.0
779116158,49,1,Unknown,Married,Less than $40K,31,5,2,1,5714.0,868,4846.0,0.636,4331,85,0.7,0.152,0,0,1.0,0.0,0.0,0.0
720193533,41,3,Unknown,Married,$60K - $80K,32,4,1,3,5071.0,1043,4028.0,0.667,3358,62,0.722,0.206,1,0,1.0,0.0,0.0,0.0
719545983,31,2,Post-Graduate,Unknown,Unknown,13,5,3,3,13882.0,0,13882.0,0.87,4798,82,0.822,0.0,0,0,1.0,0.0,0.0,0.0
716494383,49,3,Graduate,Unknown,$40K - $60K,41,3,2,2,3585.0,931,2654.0,0.62,4399,78,0.733,0.26,0,0,1.0,0.0,0.0,0.0
709098108,45,4,Graduate,Married,Unknown,35,4,2,2,2705.0,0,2705.0,0.736,4749,80,0.778,0.0,0,0,1.0,0.0,0.0,0.0
771224358,54,4,Unknown,Married,Less than $40K,41,3,1,3,2028.0,0,2028.0,0.823,4030,78,0.733,0.0,0,0,1.0,0.0,0.0,0.0
710595783,46,3,Graduate,Unknown,Unknown,39,4,1,2,6644.0,2082,4562.0,0.915,4659,76,0.854,0.313,0,0,1.0,0.0,0.0,0.0
796931508,42,4,High School,Unknown,$60K - $80K,36,4,3,4,1871.0,0,1871.0,0.73,2593,48,0.548,0.0,1,1,1.0,0.0,0.0,0.0
714287583,41,3,Unknown,Married,Less than $40K,32,3,2,3,1438.3,0,1438.3,0.372,1852,38,0.31,0.0,0,1,1.0,0.0,0.0,0.0
714031083,46,3,Graduate,Unknown,Unknown,30,3,2,1,8869.0,0,8869.0,0.413,1935,40,0.429,0.0,0,1,1.0,0.0,0.0,0.0
772442883,51,4,Graduate,Married,Unknown,41,2,3,5,3853.0,696,3157.0,0.882,2443,38,0.583,0.181,0,1,1.0,0.0,0.0,0.0
717903108,57,1,Graduate,Single,Unknown,46,6,1,1,4283.0,488,3795.0,0.865,4689,65,0.477,0.114,0,0,1.0,0.0,0.0,0.0
815908908,47,4,Uneducated,Single,Unknown,42,3,4,3,6263.0,2517,3746.0,0.857,2613,50,0.724,0.402,0,1,1.0,0.0,0.0,0.0
708670608,48,5,Uneducated,Married,Unknown,36,4,2,3,5495.0,2200,3295.0,0.696,5125,85,0.771,0.4,0,0,1.0,0.0,0.0,0.0
715821183,42,4,Graduate,Married,Unknown,23,3,3,2,7102.0,0,7102.0,0.599,4083,68,0.744,0.0,0,0,1.0,0.0,0.0,0.0
709487058,51,2,Unknown,Married,Less than $40K,36,6,2,3,13812.0,1132,12680.0,0.699,3723,56,0.867,0.082,0,0,0.0,0.0,0.0,1.0
